,Date,Time,Energy (MeV),Accumulated Dose,Pressure,Radium target mass (g),Extraction,Date and Time,Elapsed time (s),dt (s),Integrated Power (kWhr from Acc),Dose rate (Gy/s),power,electrons,reaction rate per gram,reactions per second,Radium-225,Actinium-225,Radium-225 Activity (mCi),Actinium-225 Activity (mCi)
172,,,11.7,,,0.0411,NO,2022-10-28 19:50:00,7455600.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1485459091035.1323,871524029516.848,0.021572214137610332,0.019051197573239323
173,,,11.7,,,0.0411,NO,2022-10-28 21:50:00,7462800.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1479712253188.873,872195628329.5964,0.021488757099054498,0.019065878478456266
174,,,11.7,,,0.0411,NO,2022-10-28 23:50:00,7470000.0,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1473987648297.6848,872841083194.1238,0.021405622933118047,0.019079987886495807
175,,,11.7,,,0.0411,NO,2022-10-29 01:50:00,7477200.000000001,7200.000000000931,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1468285190348.3015,873460632370.5441,0.021322810390694485,0.019093531005637186
176,,,11.7,,,0.0411,NO,2022-10-29 03:50:00,7484400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1462604793660.2205,874054512398.7234,0.021240318227509793,0.019106513006555643
177,,,11.7,,,0.0411,NO,2022-10-29 05:50:00,7491600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1456946372884.4119,874622958109.5856,0.021158145204103685,0.019118939022569566
178,,,11.7,,,0.0411,NO,2022-10-29 07:50:00,7498800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1451309843002.0386,875166202636.3463,0.021076290085811016,0.019130814149886065
179,,,11.7,,,0.0411,NO,2022-10-29 09:50:00,7506000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1445695119323.1785,875684477425.6768,0.02099475164274324,0.019142143447844994
180,,,11.7,,,0.0411,NO,2022-10-29 11:50:00,7513200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1440102117485.5518,876178012248.7976,0.0209135286497699,0.019152931939161476
181,,,11.7,,,0.0411,NO,2022-10-29 13:50:00,7520400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1434530753453.2532,876647035212.5037,0.020832619886500238,0.019163184610166892
182,,,11.7,,,0.0411,NO,2022-10-29 15:50:00,7527600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1428980943515.4895,877091772770.1189,0.020752024137264864,0.019172906411048348
183,,,11.7,,,0.0411,NO,2022-10-29 17:50:00,7534800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1423452604285.322,877512449732.3829,0.020671740191097476,0.019182102256086662
184,,,11.7,,,0.0411,NO,2022-10-29 19:50:00,7542000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1417945652698.4136,877909289278.2698,0.02059176684171667,0.01919077702389284
185,,,11.7,,,0.0411,NO,2022-10-29 21:50:00,7549200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1412460006011.7803,878282512965.738,0.020512102887507832,0.019198935557643095
186,,,11.7,,,0.0411,NO,2022-10-29 23:50:00,7556400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1406995581802.548,878632340742.4141,0.02043274713150505,0.019206582665312357
187,,,11.7,,,0.0411,NO,2022-10-30 01:50:00,7563600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1401552297966.715,878958990956.2078,0.02035369838137316,0.019213723119906333
188,,,11.7,,,0.0411,NO,2022-10-30 03:50:00,7570800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1396130072717.9172,879262680365.8625,0.020274955449389814,0.01922036165969214
189,,,11.7,,,0.0411,NO,2022-10-30 05:50:00,7578000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1390728824586.1997,879543624151.438,0.020196517152427637,0.01922650298842743
190,,,11.7,,,0.0411,NO,2022-10-30 07:50:00,7585200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1385348472416.793,879802035924.7277,0.02011838231193646,0.01923215177558815
191,,,11.7,,,0.0411,NO,2022-10-30 09:50:00,7592400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1379988935368.893,880038127739.6108,0.020040549753925597,0.01923731265659479
192,,,11.7,,,0.0411,NO,2022-10-30 11:50:00,7599600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1374650132914.4473,880252110102.3397,0.019963018308946222,0.019241990233037288
193,,,11.7,,,0.0411,NO,2022-10-30 13:50:00,7606800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1369331984836.944,880444191981.7618,0.019885786812073782,0.019246189072898462
194,,,11.7,,,0.0411,NO,2022-10-30 15:50:00,7614000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1364034411230.2075,880614580819.4781,0.019808854102890495,0.019249913710776098
195,,,11.7,,,0.0411,NO,2022-10-30 17:50:00,7621200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1358757332497.1975,880763482539.9374,0.019732219025467936,0.019253168648103572
196,,,11.7,,,0.0411,NO,2022-10-30 19:50:00,7628400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1353500669348.8127,880891101560.4673,0.01965588042834964,0.019255958353369147
197,,,11.7,,,0.0411,NO,2022-10-30 21:50:00,7635600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1348264342802.7004,880997640801.2421,0.019579837164533823,0.01925828726233386
198,,,11.7,,,0.0411,NO,2022-10-30 23:50:00,7642800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1343048274182.0686,881083301695.1881,0.019504088091456134,0.019260159778248048
199,,,11.7,,,0.0411,NO,2022-10-31 01:50:00,7650000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1337852385114.5046,881148284197.8268,0.01942863207097249,0.019261580272066512
200,,,11.7,,,0.0411,NO,2022-10-31 03:50:00,7657200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1332676597530.7976,881192786797.0553,0.019353467969341995,0.019262553082662334
201,,,11.7,,,0.0411,NO,2022-10-31 05:50:00,7664400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1327520833663.765,881217006522.8667,0.019278594657209863,0.019263082517039325
202,,,11.7,,,0.0411,NO,2022-10-31 07:50:00,7671600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1322385016047.0842,881221138957.0082,0.019204011009590495,0.01926317285054319
203,,,11.7,,,0.0411,NO,2022-10-31 09:50:00,7678800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1317269067514.1294,881205378242.5784,0.019129715905850556,0.019262828327071282
204,,,11.7,,,0.0411,NO,2022-10-31 11:50:00,7686000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1312172911196.8108,881169917093.5652,0.019055708229692117,0.019262053159281135
205,,,11.7,,,0.0411,NO,2022-10-31 13:50:00,7693200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1307096470524.421,881114946804.3226,0.018981986869135933,0.019260851528797578
206,,,11.7,,,0.0411,NO,2022-10-31 15:50:00,7700400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1302039669222.4832,881040657258.9888,0.01890855071650467,0.019259227586418654
207,,,11.7,,,0.0411,NO,2022-10-31 17:50:00,7707600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1297002431311.6062,880947236940.8436,0.018835398668406327,0.019257185452320157
208,,,11.7,,,0.0411,NO,2022-10-31 19:50:00,7714800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1291984681106.3428,880834872941.609,0.01876252962571761,0.019254729216258912
209,,,11.7,,,0.0411,NO,2022-10-31 21:50:00,7722000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1286986343214.0515,880703750970.6888,0.018689942493567438,0.0192518629377748
210,,,11.7,,,0.0411,NO,2022-10-31 23:50:00,7729200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1282007342533.7651,880554055364.352,0.018617636181320497,0.019248590646391454
211,,,11.7,,,0.0411,NO,2022-11-01 01:50:00,7736400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1277047604255.0613,880385969094.8572,0.01854560960256083,0.019244916341815743
212,,,11.7,,,0.0411,NO,2022-11-01 03:50:00,7743600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1272107053856.939,880199673779.5197,0.018473861675075545,0.019240843994135975
213,,,11.7,,,0.0411,NO,2022-11-01 05:50:00,7750800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1267185617106.6987,879995349689.7219,0.01840239132083852,0.019236377544018857
214,,,11.7,,,0.0411,NO,2022-11-01 07:50:00,7758000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1262283220058.8274,879773175759.8667,0.01833119746599424,0.019231520902905194
215,,,11.7,,,0.0411,NO,2022-11-01 09:50:00,7765200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1257399789053.8865,879533329596.2737,0.018260279040841636,0.019226277953204397
216,,,11.7,,,0.0411,NO,2022-11-01 11:50:00,7772400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1252535250717.4062,879275987486.0203,0.018189634979818025,0.019220652548487708
217,,,11.7,,,0.0411,NO,2022-11-01 13:50:00,7779600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1247689531958.7827,879001324405.7267,0.018119264221483092,0.01921464851368026
218,,,11.7,,,0.0411,NO,2022-11-01 15:50:00,7786800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1242862559970.1797,878709514030.2854,0.018049165708502953,0.019208269645251883
219,,,11.7,,,0.0411,NO,2022-11-01 17:50:00,7794000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1238054262225.4346,878400728741.5355,0.01797933838763426,0.01920151971140675
220,,,11.7,,,0.0411,NO,2022-11-01 19:50:00,7801200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1233264566478.9688,878075139636.8826,0.01790978120970837,0.019194402452271764
221,,,11.7,,,0.0411,NO,2022-11-01 21:50:00,7808400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1228493400764.7024,877732916537.8636,0.017840493129615595,0.019186921580083824
222,,,11.7,,,0.0411,NO,2022-11-01 23:50:00,7815600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1223740693394.973,877374227998.6589,0.017771473106289504,0.019179080779375857
223,,,11.7,,,0.0411,NO,2022-11-02 01:50:00,7822800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1219006372959.4573,876999241314.5487,0.01770272010269124,0.019170883707161707
224,,,11.7,,,0.0411,NO,2022-11-02 03:50:00,7830000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1214290368324.1003,876608122530.3177,0.017634233085794,0.019162333993119833
225,,,11.7,,,0.0411,NO,2022-11-02 05:50:00,7837200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1209592608630.045,876201036448.6062,0.017566011026567463,0.019153435239775876
226,,,11.7,,,0.0411,NO,2022-11-02 07:50:00,7844400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1204913023292.5674,875778146638.2075,0.017498052899962344,0.01914419102268403
227,,,11.7,,,0.0411,NO,2022-11-02 09:50:00,7851600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1200251542000.0173,875339615442.3145,0.01743035768489501,0.019134604890607303
228,,,11.7,,,0.0411,NO,2022-11-02 11:50:00,7858800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1195608094712.7612,874885603986.7126,0.017362924364232105,0.019124680365696638
229,,,11.7,,,0.0411,NO,2022-11-02 13:50:00,7866000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1190982611662.13,874416272187.9225,0.01729575192477531,0.01911442094366887
230,,,11.7,,,0.0411,NO,2022-11-02 15:50:00,7873200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1186375023349.3696,873931778761.2892,0.01722883935724607,0.019103830093983584
231,,,11.7,,,0.0411,NO,2022-11-02 17:50:00,7880400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1181785260544.5994,873432281229.0223,0.01716218565627047,0.01909291126001886
232,,,11.7,,,0.0411,NO,2022-11-02 19:50:00,7887600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1177213254285.7688,872917935928.1837,0.0170957898203641,0.01908166785924588
233,,,11.7,,,0.0411,NO,2022-11-02 21:50:00,7894800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1172658935877.6238,872388898018.6256,0.017029650851917044,0.019070103283402442
234,,,11.7,,,0.0411,NO,2022-11-02 23:50:00,7902000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1168122236890.673,871845321490.8779,0.016963767757178852,0.0190582208986654
235,,,11.7,,,0.0411,NO,2022-11-03 01:50:00,7909200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1163603089160.1606,871287359173.986,0.01689813954624362,0.01904602404582197
236,,,11.7,,,0.0411,NO,2022-11-03 03:50:00,7916400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1159101424785.0413,870715162743.2983,0.01683276523303513,0.019033516040439975
237,,,11.7,,,0.0411,NO,2022-11-03 05:50:00,7923600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1154617176126.9607,870128882728.2057,0.016767643835292032,0.019020700173037027
238,,,11.7,,,0.0411,NO,2022-11-03 07:50:00,7930800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1150150275809.239,869528668519.8304,0.01670277437455306,0.019007579709248594
239,,,11.7,,,0.0411,NO,2022-11-03 09:50:00,7938000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1145700656715.8582,868914668378.6676,0.01663815587614236,0.018994157889995058
240,,,11.7,,,0.0411,NO,2022-11-03 11:50:00,7945200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1141268251990.4539,868287029442.1772,0.016573787369154835,0.01898043793164765
241,,,11.7,,,0.0411,NO,2022-11-03 13:50:00,7952400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1136852995035.311,867645897732.3291,0.01650966788644155,0.0189664230261934
242,,,11.7,,,0.0411,NO,2022-11-03 15:50:00,7959600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1132454819510.363,866991418163.0992,0.01644579646459522,0.018952116341398997
243,,,11.7,,,0.0411,NO,2022-11-03 17:50:00,7966800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1128073659332.1948,866323734547.9187,0.0163821721439357,0.018937521020973614
244,,,11.7,,,0.0411,NO,2022-11-03 19:50:00,7974000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1123709448673.0503,865642989607.0758,0.016318793968495608,0.018922640184730725
245,,,11.7,,,0.0411,NO,2022-11-03 21:50:00,7981200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1119362121959.843,864949324975.0708,0.016255660986005928,0.01890747692874888
246,,,11.7,,,0.0411,NO,2022-11-03 23:50:00,7988400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1115031613873.1711,864242881207.9241,0.016192772247881713,0.018892034325531434
247,,,11.7,,,0.0411,NO,2022-11-04 01:50:00,7995600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1110717859346.3354,863523797790.4382,0.01613012680920784,0.018876315424165332
248,,,11.7,,,0.0411,NO,2022-11-04 03:50:00,8002800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1106420793564.3625,862792213143.4136,0.01606772372872481,0.018860323250478806
249,,,11.7,,,0.0411,NO,2022-11-04 05:50:00,8010000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1102140351963.0303,862048264630.8184,0.016005562068814583,0.018844060807198127
250,,,11.7,,,0.0411,NO,2022-11-04 07:50:00,8017200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1097876470227.8981,861292088566.913,0.015943640895486534,0.018827531074103326
251,,,11.7,,,0.0411,NO,2022-11-04 09:50:00,8024400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1093629084293.3405,860523820223.3295,0.015881959278363368,0.018810737008182976
252,,,11.7,,,0.0411,NO,2022-11-04 11:50:00,8031600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1089398130341.5845,859743593836.1055,0.01582051629066719,0.018793681543787924
253,,,11.7,,,0.0411,NO,2022-11-04 13:50:00,8038800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1085183544801.7507,858951542612.6741,0.015759311009205544,0.01877636759278409
254,,,11.7,,,0.0411,NO,2022-11-04 15:50:00,8046000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1080985264348.8983,858147798738.8087,0.01569834251435755,0.0187587980447043
255,,,11.7,,,0.0411,NO,2022-11-04 17:50:00,8053200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1076803225903.0735,857332493385.5243,0.015637609890060113,0.018740975766899117
256,,,11.7,,,0.0411,NO,2022-11-04 19:50:00,8060400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1072637366628.3615,856505756715.9343,0.015577112223794114,0.018722903604686755
257,,,11.7,,,0.0411,NO,2022-11-04 21:50:00,8067600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1068487623931.9427,855667717892.0646,0.015516848606570738,0.018704584381502007
258,,,11.7,,,0.0411,NO,2022-11-04 23:50:00,8074800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1064353935463.1523,854818505081.6229,0.015456818132917787,0.018686020899044253
259,,,11.7,,,0.0411,NO,2022-11-05 01:50:00,8082000.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1060236239112.5431,853958245464.7268,0.015397019900866105,0.01866721593742449
260,,,11.7,,,0.0411,NO,2022-11-05 03:50:00,8089200.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1056134473010.9524,853087065240.5876,0.015337453011935998,0.01864817225531147
261,,,11.7,,,0.0411,NO,2022-11-05 05:50:00,8096400.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1052048575528.5726,852205089634.1525,0.015278116571123752,0.018628892590076895
262,,,11.7,,,0.0411,NO,2022-11-05 07:50:00,8103600.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1047978485274.0253,851312442902.7034,0.01521900968688818,0.018609379657939646
263,,,11.7,,,0.0411,NO,2022-11-05 09:50:00,8110800.000000001,7200.0,0.0,,0.0,0.0,1.0442399999999995e-06,0.0,1043924141093.4382,850409248342.4153,0.015160131471137215,0.018589636154109166
