,Date,Time,Energy (MeV),Accumulated Dose,Pressure,Radium target mass (g),Extraction,Date and Time,Elapsed time (s),dt (s),Integrated Power (kWhr from Acc),Dose rate (Gy/s),power,electrons,reaction rate per gram,reactions per second,Radium-225,Actinium-225,Radium-225 Activity (mCi),Actinium-225 Activity (mCi)
795,,,13.6,,,0.0411,NO,2022-11-05 08:47:00,8107020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9023933364997.098,5115786415481.611,0.13104785186483464,0.11182922609473485
796,,,13.6,,,0.0411,NO,2022-11-05 09:47:00,8110620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9026325441992.672,5118346336434.188,0.1310825902144086,0.11188518503354514
797,,,13.6,,,0.0411,NO,2022-11-05 10:47:00,8114220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9028712891840.084,5120903430804.279,0.1311172613673619,0.11194108218429269
798,,,13.6,,,0.0411,NO,2022-11-05 11:47:00,8117820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9031095723489.922,5123457697871.464,0.13115186545367732,0.11199691753122941
799,,,13.6,,,0.0411,NO,2022-11-05 12:47:00,8121420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9033473945875.463,5126009136934.734,0.13118640260308614,0.1120526910590315
800,,,13.6,,,0.0411,NO,2022-11-05 13:47:00,8125020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9035847567912.703,5128557747312.402,0.1312208729450687,0.1121084027527975
801,,,13.6,,,0.0411,NO,2022-11-05 14:47:00,8128620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9038216598500.39,5131103528342.013,0.13125527660885491,0.1121640525980464
802,,,13.6,,,0.0411,NO,2022-11-05 15:47:00,8132220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9040581046520.062,5133646479380.252,0.13128961372342468,0.1122196405807156
803,,,13.6,,,0.0411,NO,2022-11-05 16:47:00,8135820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9042940920836.072,5136186599802.86,0.13132388441750845,0.11227516668715899
804,,,13.6,,,0.0411,NO,2022-11-05 17:47:00,8139420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9045296230295.63,5138723889004.543,0.13135808881958763,0.11233063090414508
805,,,13.6,,,0.0411,NO,2022-11-05 18:47:00,8143020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9047646983728.832,5141258346398.88,0.1313922270578951,0.1123860332188549
806,,,13.6,,,0.0411,NO,2022-11-05 19:47:00,8146620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9049993189948.691,5143789971418.24,0.13142629926041569,0.11244137361888028
807,,,13.6,,,0.0411,NO,2022-11-05 20:47:00,8150220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9052334857751.174,5146318763513.692,0.13146030555488666,0.11249665209222176
808,,,13.6,,,0.0411,NO,2022-11-05 21:47:00,8153820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9054671995915.234,5148844722154.919,0.13149424606879817,0.11255186862728679
809,,,13.6,,,0.0411,NO,2022-11-05 22:47:00,8157420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9057004613202.842,5151367846830.128,0.13152812092939384,0.1126070232128878
810,,,13.6,,,0.0411,NO,2022-11-05 23:47:00,8161020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9059332718359.018,5153888137045.967,0.13156193026367102,0.11266211583824026
811,,,13.6,,,0.0411,NO,2022-11-06 00:47:00,8164620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9061656320111.867,5156405592327.435,0.13159567419838153,0.11271714649296086
812,,,13.6,,,0.0411,NO,2022-11-06 01:47:00,8168220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9063975427172.613,5158920212217.797,0.1316293528600319,0.11277211516706552
813,,,13.6,,,0.0411,NO,2022-11-06 02:47:00,8171820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9066290048235.627,5161431996278.5,0.13166296637488403,0.11282702185096762
814,,,13.6,,,0.0411,NO,2022-11-06 03:47:00,8175420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9068600191978.463,5163940944089.086,0.1316965148689556,0.1128818665354761
815,,,13.6,,,0.0411,NO,2022-11-06 04:47:00,8179020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9070905867061.889,5166447055247.105,0.13172999846802042,0.1129366492117936
816,,,13.6,,,0.0411,NO,2022-11-06 05:47:00,8182620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9073207082129.918,5168950329368.035,0.13176341729760904,0.11299136987151452
817,,,13.6,,,0.0411,NO,2022-11-06 06:47:00,8186220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9075503845809.848,5171450766085.191,0.13179677148300936,0.11304602850662335
818,,,13.6,,,0.0411,NO,2022-11-06 07:47:00,8189820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9077796166712.281,5173948365049.646,0.13183006114926665,0.1131006251094926
819,,,13.6,,,0.0411,NO,2022-11-06 08:47:00,8193420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9080084053431.17,5176443125930.145,0.13186328642118447,0.11315515967288119
820,,,13.6,,,0.0411,NO,2022-11-06 09:47:00,8197020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9082367514543.838,5178935048413.019,0.13189644742332496,0.11320963218993244
821,,,13.6,,,0.0411,NO,2022-11-06 10:47:00,8200620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9084646558611.021,5181424132202.106,0.1319295442800092,0.11326404265417235
822,,,13.6,,,0.0411,NO,2022-11-06 11:47:00,8204220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9086921194176.895,5183910377018.668,0.13196257711531792,0.11331839105950779
823,,,13.6,,,0.0411,NO,2022-11-06 12:47:00,8207820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9089191429769.105,5186393782601.302,0.13199554605309186,0.11337267740022462
824,,,13.6,,,0.0411,NO,2022-11-06 13:47:00,8211420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9091457273898.805,5188874348705.863,0.13202845121693196,0.11342690167098587
825,,,13.6,,,0.0411,NO,2022-11-06 14:47:00,8215020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9093718735060.68,5191352075105.383,0.13206129273020034,0.11348106386683016
826,,,13.6,,,0.0411,NO,2022-11-06 15:47:00,8218620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9095975821732.988,5193826961589.983,0.13209407071602036,0.1135351639831696
827,,,13.6,,,0.0411,NO,2022-11-06 16:47:00,8222220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9098228542377.584,5196299007966.799,0.13212678529727725,0.11358920201578816
828,,,13.6,,,0.0411,NO,2022-11-06 17:47:00,8225820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9100476905439.957,5198768214059.894,0.13215943659661852,0.11364317796084006
829,,,13.6,,,0.0411,NO,2022-11-06 18:47:00,8229420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9102720919349.258,5201234579710.18,0.13219202473645447,0.1136970918148476
830,,,13.6,,,0.0411,NO,2022-11-06 19:47:00,8233020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9104960592518.332,5203698104775.338,0.13222454983895854,0.1137509435746998
831,,,13.6,,,0.0411,NO,2022-11-06 20:47:00,8236620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9107195933343.754,5206158789129.737,0.13225701202606793,0.11380473323765039
832,,,13.6,,,0.0411,NO,2022-11-06 21:47:00,8240220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9109426950205.852,5208616632664.3545,0.13228941141948392,0.11385846080131615
833,,,13.6,,,0.0411,NO,2022-11-06 22:47:00,8243820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9111653651468.746,5211071635286.694,0.13232174814067235,0.11391212626367515
834,,,13.6,,,0.0411,NO,2022-11-06 23:47:00,8247420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9113876045480.379,5213523796920.71,0.1323540223108642,0.11396572962306507
835,,,13.6,,,0.0411,NO,2022-11-07 00:47:00,8251020.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9116094140572.543,5215973117506.725,0.13238623405105585,0.11401927087818141
836,,,13.6,,,0.0411,NO,2022-11-07 01:47:00,8254620.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9118307945060.912,5218419597001.352,0.13241838348200963,0.1140727500280757
837,,,13.6,,,0.0411,NO,2022-11-07 02:47:00,8258220.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9120517467245.078,5220863235377.416,0.1324504707242543,0.11412616707215395
838,,,13.6,,,0.0411,NO,2022-11-07 03:47:00,8261820.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9122722715408.578,5223304032623.876,0.13248249589808558,0.11417952201017478
839,,,13.6,,,0.0411,NO,2022-11-07 04:47:00,8265420.000000001,3600.0,0.115,,115.0,52849264705882.35,2.5381999999999997e-06,5513236.35110294,9124923697818.924,5225741988745.746,0.13251445912356624,0.11423281484224779
